slug,title,state,region,type,badge,rating,reviewCount,minPrice,lat,lng
garampani-wildlife-sanctuary,"Garampani Wildlife Sanctuary",Assam,Assam,wildlife,Popular,4.1,17125,2500,26.3887,93.8782
hoollongapar-gibbon-sanctuary,"Hoollongapar Gibbon Sanctuary",Assam,Assam,wildlife,Popular,4.5,20342,2500,26.716667,94.383333
kareng-ghar,"Kareng Ghar",Assam,Assam,heritage,Popular,4.1,20292,900,26.936406,94.745188
hatimura-temple,"Hatimura Temple",Assam,Assam,spiritual,Popular,4.5,8710,900,26.610097222,92.995858333
maha-mrityunjay-temple,"Maha Mrityunjay Temple",Assam,Assam,spiritual,Popular,4.3,3123,900,26.3430573,92.7761271
bura-chapori-wildlife-sanctuary,"Bura Chapori Wildlife Sanctuary",Assam,Assam,wildlife,Popular,4.3,17925,2500,26.5148,92.6929
chakrashila-wildlife-sanctuary,"Chakrashila Wildlife Sanctuary",Assam,Assam,wildlife,Popular,4.2,10028,2500,26.338,90.329
bornadi-wildlife-sanctuary,"Bornadi Wildlife Sanctuary",Assam,Assam,wildlife,Popular,4.5,20751,2500,26.80583333,91.74027778
mahamaya-dham,"Mahamaya Dham",Assam,Assam,spiritual,Popular,4.7,2483,900,26.2143,90.1185
burhi-gosani-devalaya-jorhat,"Burhi Gosani Devalaya Jorhat",Assam,Assam,spiritual,Popular,4.3,12878,900,26.758888888,94.214722222
deopani-durga-mandir,"Deopani Durga Mandir",Assam,Assam,spiritual,Popular,4.5,16667,900,26.21885,93.8275
gurdwara-sri-guru-tegh-bahadur-sahib,"Gurdwara Sri Guru Tegh Bahadur Sahib",Assam,Assam,heritage,Popular,4.4,15799,900,26.017911649,89.99433999
da-parbatia,"Da Parbatia",Assam,Assam,spiritual,Popular,4.3,20044,900,26.631301,92.757549
joysagar-vishnudol,"Joysagar Vishnudol",Assam,Assam,spiritual,Popular,4.6,18995,900,26.955534,94.624206
bhimeswar-dham,"Bhimeswar Dham",Assam,Assam,spiritual,Popular,4.4,8152,900,26.0971,91.696054
bharali-namghar,"Bharali Namghar",Assam,Assam,spiritual,Popular,4.7,15407,900,26.5611805,92.975332
bherjan-borajan-padumoni-wildlife-sanctuary,"Bherjan-Borajan-Padumoni Wildlife Sanctuary",Assam,Assam,wildlife,Popular,4.3,10473,2500,27.53,95.37
east-karbi-anglong-wildlife-sanctuary,"East Karbi-Anglong Wildlife Sanctuary",Assam,Assam,wildlife,Popular,4.2,18255,2500,25.92,93.3829
amchang-wildlife-sanctuary,"Amchang Wildlife Sanctuary",Assam,Assam,wildlife,Popular,4.2,19905,2500,26.18422,91.86213
pani-dihing-wildlife-sanctuary,"Pani Dihing Wildlife Sanctuary",Assam,Assam,wildlife,Popular,4.6,12186,2500,27.12194444,94.59638889
lankeshwar-temple,"Lankeshwar Temple",Assam,Assam,spiritual,Popular,4.4,6252,900,26.171452,91.644776
bagheswari-temple-bongaigaon,"Bagheswari Temple, Bongaigaon",Assam,Assam,spiritual,Popular,4.4,17045,900,26.4693,91.5643
bileswar-temple,"Bileswar Temple",Assam,Assam,spiritual,Popular,4.6,1889,900,26.381833333,91.352611111
nagsankar-mandir,"Nagsankar Mandir",Assam,Assam,spiritual,Popular,4.3,17556,900,26.725339,92.994821
siva-doul,"Siva Doul",Assam,Assam,spiritual,Popular,4.5,2647,900,26.9527,94.5855
vasudeva-doul,"Vasudeva Doul",Assam,Assam,spiritual,Popular,4.6,15825,900,26.863,93.7541
panimur,"Panimur",Assam,Assam,heritage,Popular,4.4,17943,900,25.716666666,92.823333333
deepar-beel-wildlife-sanctuary,"Deepar Beel Wildlife Sanctuary",Assam,Assam,wildlife,Popular,4.2,6682,2500,26.12,91.65
nambor-doigrung-wildlife-sanctuary,"Nambor - Doigrung Wildlife Sanctuary",Assam,Assam,wildlife,Popular,4.1,18303,2500,26.4185,93.8728
govinda-temple-hojai,"Govinda Temple, Hojai",Assam,Assam,spiritual,Popular,4.7,15934,900,25.965395,92.8724224
golaghat-british-cemetery,"Golaghat British Cemetery",Assam,Assam,spiritual,Popular,4.3,1992,900,26.509362,93.9661878
rohtasgarh-fort,"Rohtasgarh Fort",Bihar,Bihar,heritage,Popular,4.5,8323,900,24.6233338,83.9177424
mundeshwari-temple,"Mundeshwari Temple",Bihar,Bihar,spiritual,Popular,4.7,15839,900,24.9833958,83.5646939
takht-sri-patna-sahib,"Takht Sri Patna Sahib",Bihar,Bihar,heritage,Popular,4.1,9568,900,25.596061944,85.230063055
kanwar-lake-bird-sanctuary,"Kanwar Lake Bird Sanctuary",Bihar,Bihar,wildlife,Popular,4.7,3267,2500,25.61,86.14
vishnupad-temple-gaya,"Vishnupad Temple, Gaya",Bihar,Bihar,spiritual,Popular,4.6,5414,900,24.6103,85.0092
baba-garib-sthan-mandir,"Baba Garib Sthan Mandir",Bihar,Bihar,spiritual,Popular,4.1,2718,900,26.12444444,85.39027778
bhimbandh-wildlife-sanctuary,"Bhimbandh Wildlife Sanctuary",Bihar,Bihar,wildlife,Popular,4.5,15999,2500,25.23,86.28
mangla-gauri-temple,"Mangla Gauri Temple",Bihar,Bihar,spiritual,Popular,4.8,20725,900,24.775138888,85.002305555
ashokdham-temple,"Ashokdham Temple",Bihar,Bihar,spiritual,Popular,4.4,13082,900,25.19325,86.073305555
gautam-budha-wildlife-sanctuary,"Gautam Budha Wildlife Sanctuary",Bihar,Bihar,wildlife,Popular,4.7,10884,2500,24.54,85.56
udaypur-wildlife-sanctuary,"Udaypur Wildlife Sanctuary",Bihar,Bihar,wildlife,Popular,4.4,19217,2500,26.815789,84.4324626
aranya-devi-temple-arrah,"Aranya Devi Temple, Arrah",Bihar,Bihar,spiritual,Popular,4.4,14357,900,25.5678967,84.6729917
maa-tara-chandi-temple,"Maa Tara Chandi Temple",Bihar,Bihar,spiritual,Popular,4.7,19055,900,24.95,84.03
kaimur-wildlife-sanctuary,"Kaimur Wildlife Sanctuary",Bihar,Bihar,wildlife,Popular,4.8,3153,2500,25.05,83.5
munger-fort,"Munger Fort",Bihar,Bihar,heritage,Popular,4.8,18203,900,25.3803,86.4658
buxar-fort,"Buxar Fort",Bihar,Bihar,heritage,Popular,4.5,19073,900,25.56049,83.98054
darbhanga-fort,"Darbhanga Fort",Bihar,Bihar,heritage,Popular,4.2,10822,900,26.1607,85.8941
gurdwara-bal-lila-maini-sangat,"Gurdwara Bal Lila Maini Sangat",Bihar,Bihar,heritage,Popular,4.7,21406,900,25.608,85.1675
pataleshwar-mandir,"Pataleshwar Mandir",Bihar,Bihar,spiritual,Popular,4.8,10648,900,25.66666667,85.21666667
vikramshila-gangetic-dolphin-sanctuary,"Vikramshila Gangetic Dolphin Sanctuary",Bihar,Bihar,wildlife,Popular,4.7,3723,2500,25.269611111,87.026305555
chandika-sthan,"Chandika Sthan",Bihar,Bihar,spiritual,Popular,4.4,21230,900,25.38333333,86.5
pant-wildlife-sanctuary,"Pant Wildlife Sanctuary",Bihar,Bihar,wildlife,Popular,4.6,19141,2500,24.9928,85.4233
kapileshwar-temple,"Kapileshwar Temple",Bihar,Bihar,spiritual,Popular,4.6,11733,900,26.35086547,86.000472021
khudneshwar-asthan-morwa,"Khudneshwar Asthan Morwa",Bihar,Bihar,spiritual,Popular,4.2,13512,900,25.812,85.692
lal-keshwar-shiv-temple,"Lal Keshwar Shiv Temple",Bihar,Bihar,spiritual,Popular,4.3,16030,900,25.7,85.2
basilica-of-our-lady-of-divine-grace,"Basilica of Our Lady of Divine Grace",Bihar,Bihar,spiritual,Popular,4.7,12603,900,25.3895816,85.9141746
iskcon-temple-patna,"ISKCON Temple Patna",Bihar,Bihar,spiritual,Popular,4.1,9725,900,25.60805556,85.13444444
nagi-bird-sanctuary,"Nagi Bird Sanctuary",Bihar,Bihar,wildlife,Popular,4.6,5602,2500,24.8175,86.4
barela-bird-sanctuary,"Barela Bird Sanctuary",Bihar,Bihar,wildlife,Popular,4.2,16581,2500,25.766111111,85.580555555
kusheshwar-asthan-bird-sanctuary,"Kusheshwar Asthan Bird Sanctuary",Bihar,Bihar,wildlife,Popular,4.3,18331,2500,25.8315,86.3044
rajauli-wildlife-sanctuary,"Rajauli Wildlife Sanctuary",Bihar,Bihar,wildlife,Popular,4.7,18885,2500,24.616666666,85.556666666
nandangarh-stupa-and-rampart,"Nandangarh Stupa and Rampart",Bihar,Bihar,heritage,Popular,4.4,2144,900,26.986663,84.394227
koncheswar-mahadev-temple,"Koncheswar Mahadev temple",Bihar,Bihar,spiritual,Popular,4.8,4209,900,24.93,84.77
sundernath,"Sundernath",Bihar,Bihar,spiritual,Popular,4.2,3383,900,26.3810182,87.3934761
vishwamitra-ashram-bisaul,"Vishwamitra Ashram, Bisaul",Bihar,Bihar,heritage,Popular,4.3,18355,900,26.625232305,85.996361414
burail-fort,"Burail Fort",Chandigarh,Chandigarh,heritage,Popular,4.4,17133,900,30.7075,76.76111111
manimajra-fort,"Manimajra Fort",Chandigarh,Chandigarh,heritage,Popular,4.4,6681,900,30.43,76.5
chitrakoot-falls,"Chitrakoot Falls",Chhattisgarh,Chhattisgarh,heritage,Popular,4.5,5749,900,19.206497222,81.699977777
teerathgarh-falls,"Teerathgarh Falls",Chhattisgarh,Chhattisgarh,scenic,Popular,4.8,10359,900,18.914166666,81.865277777
bhoramdeo-temple,"Bhoramdeo Temple",Chhattisgarh,Chhattisgarh,spiritual,Popular,4.7,3235,900,22.116,81.148
kotumsar-cave,"Kotumsar Cave",Chhattisgarh,Chhattisgarh,heritage,Popular,4.2,6436,900,18.871666666,81.935
bijapur-fort,"Bijapur Fort",Karnataka,Karnataka,heritage,Popular,4.3,3520,900,16.8276,75.7087
bambleshwari-temple,"Bambleshwari Temple",Chhattisgarh,Chhattisgarh,spiritual,Popular,4.5,18415,900,21.23777778,81.60777778
maitri-baagh-zoo,"Maitri Baagh Zoo",Chhattisgarh,Chhattisgarh,wildlife,Popular,4.7,3975,2500,21.169707916,81.353814103
ashtabhuji-temple,"Ashtabhuji Temple",Chhattisgarh,Chhattisgarh,spiritual,Popular,4.1,11975,900,21.95303,83.02479
rajiv-lochan-temple-rajim,"Rajiv Lochan temple, Rajim",Chhattisgarh,Chhattisgarh,spiritual,Popular,4.6,20771,900,20.964,81.8775
barfani-dham,"Barfani dham",Chhattisgarh,Chhattisgarh,spiritual,Popular,4.4,3023,900,21.09277778,81.00611111
dhumnath-temple,"Dhumnath Temple",Chhattisgarh,Chhattisgarh,spiritual,Popular,4.7,20233,900,21.901222222,81.975527777
cathedral-of-our-lady-of-the-rosary,"Cathedral of Our Lady of the Rosary",Chhattisgarh,Chhattisgarh,spiritual,Popular,4.4,18416,900,22.74333333,83.96027778
mahadev-temple-deobaloda,"Mahadev Temple, Deobaloda",Chhattisgarh,Chhattisgarh,spiritual,Popular,4.2,3842,900,21.218842,81.473469
indal-deul-temple-kharod,"Indal Deul temple, Kharod",Chhattisgarh,Chhattisgarh,spiritual,Popular,4.2,12167,900,21.746828256,82.579605519
nandanvan-jungle-safari,"Nandanvan Jungle Safari",Chhattisgarh,Chhattisgarh,wildlife,Popular,4.5,3974,2500,21.0985,81.7778
arang-jain-temples,"Arang Jain temples",Chhattisgarh,Chhattisgarh,spiritual,Popular,4.1,6494,900,21.19508333,81.96955556
bhooteshwarnath,"Bhooteshwarnath",Chhattisgarh,Chhattisgarh,spiritual,Popular,4.2,19841,900,20.608359,82.045487
mendri-ghumar,"Mendri Ghumar",Chhattisgarh,Chhattisgarh,heritage,Popular,4.3,4835,900,19.165234,81.663373
new-delhi,"New Delhi",Delhi,North India,heritage,Popular,4.8,14200,2200,28.6139,77.209
gurugram,"Gurugram",Haryana,North India,city,Popular,4.7,9800,2800,28.4595,77.0266
noida,"Noida & Greater Noida",Uttar Pradesh,North India,city,Popular,4.6,7400,2400,28.5355,77.391
faridabad,"Faridabad & Surajkund",Haryana,North India,heritage,Popular,4.5,5200,2400,28.4089,77.3178
neemrana,"Neemrana",Rajasthan,North India,heritage,Popular,4.8,11200,3800,27.9889,76.3883
manesar,"Manesar & Damdama Lake",Haryana,North India,nature,Popular,4.6,6800,2800,28.3587,76.9319
red-fort,"Red Fort",Delhi,Delhi,heritage,Popular,4.4,16792,900,28.655833333,77.240277777
lotus-temple,"Lotus Temple",Delhi,Delhi,spiritual,Popular,4.1,9914,900,28.553325,77.2586
chhatarpur-temple,"Chhatarpur Temple",Delhi,Delhi,spiritual,Popular,4.6,12814,900,28.49438,77.18415
jhandewalan-temple,"Jhandewalan Temple",Delhi,Delhi,spiritual,Popular,4.7,20647,900,28.649143,77.204147
asola-bhatti-wildlife-sanctuary,"Asola Bhatti Wildlife Sanctuary",Delhi,Delhi,wildlife,Popular,4.7,3015,2500,28.4762,77.23
gurdwara-dam-dama-sahib,"Gurdwara Dam Dama Sahib",Delhi,Delhi,heritage,Popular,4.3,12565,900,28.594746,77.252574
st-sebastian-s-church,"St. Sebastian's Church,",Delhi,Delhi,spiritual,Popular,4.8,18605,900,28.6875431,77.3159818
st-james-orthodox-church-mayur-vihar-phase-3-delhi,"St. James' Orthodox Church, Mayur Vihar Phase-3, Delhi",Delhi,Delhi,spiritual,Popular,4.5,19391,900,28.608089,77.3349708
fort-st-anthony-of-simbor,"Fort St. Anthony of Simbor",Daman & Diu,Daman & Diu,heritage,Popular,4.7,9864,900,20.7631565,71.1516023
dadra-and-nagar-haveli-wildlife-sanctuary,"Dadra and Nagar Haveli Wildlife Sanctuary",Daman & Diu,Daman & Diu,wildlife,Popular,4.6,21115,2500,20.2899,73.0949
western-ghats,"Western Ghats",Goa,Goa,hill_station,Popular,4.6,9078,1500,15.3144,74.3144
dudhsagar-falls,"Dudhsagar Falls",Goa,Goa,heritage,Popular,4.1,10460,900,15.312769444,74.314161111
basilica-of-bom-jesus,"Basilica of Bom Jesus",Goa,Goa,spiritual,Popular,4.3,14141,900,15.50086809,73.91159057
bhagwan-mahaveer-sanctuary-and-mollem-national-park,"Bhagwan Mahaveer Sanctuary and Mollem National Park",Goa,Goa,wildlife,Popular,4.4,10367,2500,15.37361111,74.25861111
fort-aguada,"Fort Aguada",Goa,Goa,heritage,Popular,4.6,13781,900,15.492288,73.773647
vagator-beach,"Vagator Beach",Goa,Goa,beach,Popular,4.2,5504,1200,15.597971,73.7448437
mangueshi-temple,"Mangueshi Temple",Goa,Goa,spiritual,Popular,4.7,3512,900,15.51631,73.983
mahadev-temple-tambdi-surla,"Mahadev Temple, Tambdi Surla",Goa,Goa,spiritual,Popular,4.2,4612,900,15.43907158,74.25255524
palolem-beach,"Palolem Beach",Goa,Goa,beach,Popular,4.6,2381,1200,15.00888889,74.02277778
fort-tiracol,"Fort Tiracol",Goa,Goa,heritage,Popular,4.5,13398,900,15.7306,73.682
shanta-durga-temple,"Shanta Durga Temple",Goa,Goa,spiritual,Popular,4.4,11815,900,15.50772,73.803124
our-lady-of-the-immaculate-conception-church,"Our Lady of the Immaculate Conception Church",Goa,Goa,spiritual,Popular,4.4,6126,900,15.49833333,73.82944444
mhadei-wildlife-sanctuary,"Mhadei Wildlife Sanctuary",Goa,Goa,wildlife,Popular,4.3,15959,2500,15.5717,74.1708
netravali-wildlife-sanctuary,"Netravali Wildlife Sanctuary",Goa,Goa,wildlife,Popular,4.3,3331,2500,15.1085,74.2561
corjuem-fort,"Corjuem Fort",Goa,Goa,heritage,Popular,4.3,12701,900,15.5968,73.8928
alorna-fort,"Alorna Fort",Goa,Goa,heritage,Popular,4.6,6719,900,15.700222222,73.905388888
fort-of-sao-tiago-of-banastarim,"Fort of São Tiago of Banastarim",Goa,Goa,heritage,Popular,4.6,10496,900,15.4912217,73.9565688
cabo-de-rama,"Cabo de Rama",Goa,Goa,heritage,Popular,4.3,15443,900,15.088611111,73.921944444
church-of-our-lady-of-the-snows,"Church of Our Lady of the Snows",Goa,Goa,hill_station,Popular,4.3,1613,1200,15.3084,74.0105
colvale-fort,"Colvale Fort",Goa,Goa,heritage,Popular,4.6,4745,900,15.61972222,73.82972222
church-of-st-anne-talaulim,"Church of St. Anne, Talaulim",Goa,Goa,spiritual,Popular,4.2,6882,900,15.4781,73.8914
saptakoteshwar-temple,"Saptakoteshwar Temple",Goa,Goa,spiritual,Popular,4.3,18314,900,15.554,73.937
mormugao-fort,"Mormugão Fort",Goa,Goa,heritage,Popular,4.3,4025,900,15.426667,73.822222
holy-spirit-church-margao,"Holy Spirit Church, Margao",Goa,Goa,spiritual,Popular,4.5,10721,900,15.28164,73.95914
mallikarjuna-temple-goa,"Mallikarjuna Temple, Goa",Goa,Goa,spiritual,Popular,4.6,2706,900,15.21527778,73.86666667
mahalasa-narayani-temple,"Mahalasa Narayani Temple",Goa,Goa,spiritual,Popular,4.6,10705,900,15.44045,73.97253
mandrem-beach,"Mandrem Beach",Goa,Goa,beach,Popular,4.6,3355,1200,15.657668,73.712983
shantadurga-kalangutkarin-temple,"Shantadurga Kalangutkarin Temple",Goa,Goa,spiritual,Popular,4.1,18662,900,15.634444444,73.925
our-lady-of-grace-church,"Our Lady of Grace Church",Goa,Goa,spiritual,Popular,4.2,17201,900,15.523254351,73.868946719
bambolim-beach,"Bambolim Beach",Goa,Goa,beach,Popular,4.1,8571,1200,15.45,73.85
shri-damodar-sansthaan-goa,"Shri Damodar Sansthaan, Goa",Goa,Goa,spiritual,Popular,4.6,6077,900,15.1866443,74.0948358
capela-de-nossa-senhora-da-saude,"Capela de Nossa Senhora da Saúde",Goa,Goa,spiritual,Popular,4.5,15469,900,15.549120558,73.891882062
gir-forest,"Gir Forest",Gujarat,Gujarat,wildlife,Popular,4.7,10707,2500,21.13556,70.79667
nageshvara-jyotirlinga,"Nageshvara Jyotirlinga",Gujarat,Gujarat,spiritual,Popular,4.4,11307,900,22.3359,69.0869
sun-temple,"Sun Temple",Gujarat,Gujarat,spiritual,Popular,4.8,16895,900,23.5838063,72.1326846
vansda-national-park,"Vansda National Park",Gujarat,Gujarat,wildlife,Popular,4.7,7326,2500,20.7333,73.4667
nal-sarovar-bird-sanctuary,"Nal Sarovar Bird Sanctuary",Gujarat,Gujarat,wildlife,Popular,4.3,10456,2500,22.792569444,72.023111111
laxmi-vilas-palace,"Laxmi Vilas Palace",Gujarat,Gujarat,heritage,Popular,4.7,16132,900,22.2939,73.1914
rudra-mahalaya-temple,"Rudra Mahalaya Temple",Gujarat,Gujarat,spiritual,Popular,4.5,12823,900,23.919166666,72.379166666
akshardham-gandhinagar,"Akshardham (Gandhinagar)",Gujarat,Gujarat,spiritual,Popular,4.8,15954,900,23.22916667,72.67416667
dandi-beach,"Dandi Beach",Gujarat,Gujarat,beach,Popular,4.7,19275,1200,20.8761,72.8031
taranga,"Taranga",Gujarat,Gujarat,spiritual,Popular,4.3,7503,900,23.9664,72.7547
palitana-temples,"Palitana temples",Gujarat,Gujarat,spiritual,Popular,4.3,14468,900,21.483,71.794
navlakha-temple-ghumli,"Navlakha Temple, Ghumli",Gujarat,Gujarat,spiritual,Popular,4.3,7882,900,21.883611111,69.761666666
dumas-beach,"Dumas Beach",Gujarat,Gujarat,beach,Popular,4.1,13660,1200,21.07916667,72.71527778
uparkot-fort,"Uparkot Fort",Gujarat,Gujarat,heritage,Popular,4.7,8939,900,21.5236831,70.4695183
rama-lakshamana-temples-baradia,"Rama Lakshamana Temples, Baradia",Gujarat,Gujarat,spiritual,Popular,4.7,9249,900,22.205472222,69.004833333
pindara-group-of-temples,"Pindara Group of Temples",Gujarat,Gujarat,spiritual,Popular,4.3,20432,900,22.26456,69.252885
shankheshwar-jain-temple,"Shankheshwar Jain Temple",Gujarat,Gujarat,spiritual,Popular,4.5,10902,900,23.50813889,71.78766667
camp-hanuman-temple,"Camp Hanuman Temple",Gujarat,Gujarat,spiritual,Popular,4.2,16395,900,23.06777778,72.60388889
girnar-jain-temples,"Girnar Jain temples",Gujarat,Gujarat,spiritual,Popular,4.1,2363,900,21.5266295,70.5222246
shiva-temple-kera,"Shiva Temple, Kera",Gujarat,Gujarat,spiritual,Popular,4.3,18728,900,23.088139,69.5936849
magderu,"Magderu",Gujarat,Gujarat,spiritual,Popular,4.6,10787,900,22.289094,69.051486
munsar-lake-and-shrines,"Munsar lake and shrines",Gujarat,Gujarat,spiritual,Popular,4.6,14349,900,23.122038,72.043182
shri-hanuman-mandir,"Shri Hanuman Mandir",Gujarat,Gujarat,spiritual,Popular,4.3,7326,900,22.15638889,71.77194444
khijadiya-bird-sanctuary,"Khijadiya Bird Sanctuary",Gujarat,Gujarat,wildlife,Popular,4.6,11820,2500,22.51,70.14
bhujia-fort,"Bhujia Fort",Gujarat,Gujarat,heritage,Popular,4.5,2810,900,23.24655,69.69074167
songadh-fort,"Songadh Fort",Gujarat,Gujarat,heritage,Popular,4.2,12168,900,21.169865,73.552925
sacred-heart-syro-malabar-cathedral,"Sacred Heart Syro-Malabar Cathedral",Gujarat,Gujarat,spiritual,Popular,4.2,6578,900,22.276079,70.758101
shri-swaminarayan-mandir-gadhada,"Shri Swaminarayan Mandir, Gadhada",Gujarat,Gujarat,spiritual,Popular,4.5,13596,900,21.96663,71.57483
utkanteshwar-mahadev,"Utkanteshwar Mahadev",Gujarat,Gujarat,spiritual,Popular,4.7,16891,900,23.01,73.03
bhadreshwar-jain-temple,"Bhadreshwar Jain Temple",Gujarat,Gujarat,spiritual,Popular,4.5,18402,900,22.911666666,69.903888888
lakhpat-gurdwara-sahib,"Lakhpat Gurdwara Sahib",Gujarat,Gujarat,heritage,Popular,4.1,19311,900,23.8261829,68.7780873
kalika-mata-temple-new-dhrewad,"Kalika Mata Temple, New Dhrewad",Gujarat,Gujarat,spiritual,Popular,4.6,1994,900,22.149327,69.072777
porbandar-bird-sanctuary,"Porbandar Bird Sanctuary",Gujarat,Gujarat,wildlife,Popular,4.5,15104,2500,21.635,69.619
shivrajpur-beach,"Shivrajpur beach",Gujarat,Gujarat,beach,Popular,4.5,9673,1200,22.33,68.95
roha-fort,"Roha Fort",Gujarat,Gujarat,heritage,Popular,4.1,18320,900,23.20055556,69.26972222
kanthkot-fort,"Kanthkot Fort",Gujarat,Gujarat,heritage,Popular,4.4,20532,900,23.48388889,70.46194444
eme-temple,"EME Temple",Gujarat,Gujarat,spiritual,Popular,4.7,12834,900,22.3314,73.192
umiya-temple-unjha,"Umiya Temple, Unjha",Gujarat,Gujarat,spiritual,Popular,4.6,20451,900,23.801702777,72.395086111
trinetreshwar-temple,"Trinetreshwar Temple",Gujarat,Gujarat,spiritual,Popular,4.8,12677,900,22.645604,71.211118
kumbharia-jain-temples,"Kumbharia Jain temples",Gujarat,Gujarat,spiritual,Popular,4.3,20806,900,24.324333333,72.862694444
brahma-temple-khedbrahma,"Brahma Temple, Khedbrahma",Gujarat,Gujarat,spiritual,Popular,4.4,13912,900,24.038277777,73.048222222
santram-mandir,"Santram Mandir",Gujarat,Gujarat,spiritual,Popular,4.6,4144,900,22.689,72.864
balaram-ambaji-widelife-sanctuary,"Balaram Ambaji Widelife Sanctuary",Gujarat,Gujarat,wildlife,Popular,4.2,17293,2500,24.356118321,72.642752927
mitiyala-lion-sanctuary,"Mitiyala Lion Sanctuary",Gujarat,Gujarat,wildlife,Popular,4.7,13721,2500,21.17387,71.25595
kutch-bustard-sanctuary,"Kutch Bustard Sanctuary",Gujarat,Gujarat,wildlife,Popular,4.4,20084,2500,23.219,68.714
thol-lake-bird-sanctuary,"Thol Lake Bird Sanctuary",Gujarat,Gujarat,wildlife,Popular,4.1,18981,2500,23.13903,72.41364
jambughoda-wildlife-sanctuary,"Jambughoda Wildlife Sanctuary",Gujarat,Gujarat,wildlife,Popular,4.3,1744,2500,22.3667,73.7167
english-cemetery-surat,"English Cemetery, Surat",Gujarat,Gujarat,heritage,Popular,4.1,7489,900,21.210833333,72.825833333
vijaya-vilas-palace,"Vijaya Vilas Palace",Gujarat,Gujarat,heritage,Popular,4.1,6234,900,22.83408,69.284795
rajmahal-mehsana,"Rajmahal, Mehsana",Gujarat,Gujarat,heritage,Popular,4.5,9519,900,23.608141,72.39343
ahmedabad-kali-bari,"Ahmedabad Kali Bari",Gujarat,Gujarat,spiritual,Popular,4.1,7717,900,23.035663888,72.481719444
jain-temples-pavagadh,"Jain temples, Pavagadh",Gujarat,Gujarat,spiritual,Popular,4.3,18890,900,22.466944444,73.515277777
jain-temples-abhapur,"Jain temples, Abhapur",Gujarat,Gujarat,spiritual,Popular,4.7,14184,900,23.988527777,73.270583333
shri-swaminarayan-mandir-vadtal,"Shri Swaminarayan Mandir, Vadtal",Gujarat,Gujarat,spiritual,Popular,4.3,10968,900,22.591388888,72.873888888
tapkeshwari-temple,"Tapkeshwari Temple",Gujarat,Gujarat,spiritual,Popular,4.6,18470,900,23.180958004,69.666938763
sitala-mata-temple-butapaldi,"Sitala Mata Temple, Butapaldi",Gujarat,Gujarat,spiritual,Popular,4.3,16253,900,23.669444444,72.356666666
ranak-devi-s-temple,"Ranak Devi's Temple",Gujarat,Gujarat,spiritual,Popular,4.3,12697,900,22.713611111,71.676111111
panchasara-parshwanath-temple,"Panchasara Parshwanath temple",Gujarat,Gujarat,spiritual,Popular,4.5,11413,900,23.853972222,72.117083333
valinath-mahadev-temple-tarabh,"Valinath Mahadev temple, Tarabh",Gujarat,Gujarat,spiritual,Popular,4.3,9356,900,23.752039,72.45765
